Player Name,Player Rating,Team Name,Position
Bruno Fernandes ,7.45,Manchester United ,Midfielder
João Gomes ,7.45,Wolverhampton Wanderers ,Midfielder
Alisson Becker ,7.45,Liverpool ,Goalkeeper
William Saliba ,7.45,Arsenal ,Defender
Kenny Tete ,7.45,Fulham ,Defender
Emerson Royal ,7.45,Tottenham Hotspur ,Defender
Cristian Romero ,7.45,Tottenham Hotspur ,Defender
Destiny Udogie ,7.45,Tottenham Hotspur ,Defender
Thiago Silva ,7.45,Chelsea ,Defender
Max Kilman ,7.45,Wolverhampton Wanderers ,Defender
Eddie Nketiah ,7.45,Arsenal ,Attacker
Kai Havertz  ,7.45,Arsenal ,Attacker
Taiwo Awoniyi ,7.45,Nottingham Forest ,Attacker
Simon Adingra ,7.45,Brighton & Hove Albion ,Attacker
Bobby Reid ,7.45,Fulham ,Attacker
Jordan Ayew ,7.45,Crystal Palace ,Attacker
Callum Wilson  ,7.45,Newcastle United ,Attacker
Martin Ødegaard ,7.34,Arsenal ,Midfielder
Joe Rothwell ,7.34,AFC Bournemouth ,Midfielder
Ryan Christie ,7.34,AFC Bournemouth ,Midfielder
James Milner ,7.34,Brighton & Hove Albion ,Midfielder
Saša Lukić ,7.34,Fulham ,Midfielder
Idrissa Gueye ,7.34,Everton ,Midfielder
James Garner ,7.34,Everton ,Midfielder
Oliver Norwood ,7.34,Sheffield United ,Midfielder
Jeffrey Schlupp ,7.34,Crystal Palace ,Midfielder
Pape Matar Sarr ,7.34,Tottenham Hotspur ,Midfielder
Conor Gallagher ,7.34,Chelsea ,Midfielder
Alphonse Areola ,7.34,West Ham United ,Goalkeeper
Sam Johnstone ,7.34,Crystal Palace ,Goalkeeper
Mark Flekken ,7.34,Brentford ,Goalkeeper
Emerson ,7.34,West Ham United ,Defender
Jan Paul van Hecke ,7.34,Brighton & Hove Albion ,Defender
Tim Ream ,7.34,Fulham ,Defender
Antonee Robinson ,7.34,Fulham ,Defender
Michael Keane ,7.34,Everton ,Defender
Max Lowe ,7.34,Sheffield United ,Defender
Tyrick Mitchell ,7.34,Crystal Palace ,Defender
Mickey van de Ven ,7.34,Tottenham Hotspur ,Defender
Rico Henry ,7.34,Brentford ,Defender
Virgil van Dijk ,7.34,Liverpool ,Defender
Andrew Robertson ,7.34,Liverpool ,Defender
Levi Samuels Colwill ,7.34,Chelsea ,Defender
Saïd Benrahma ,7.34,West Ham United ,Attacker
Danny Welbeck ,7.34,Brighton & Hove Albion ,Attacker
Aleksandar Mitrović ,7.34,Fulham ,Attacker
Ivan Perišić ,7.34,Tottenham Hotspur ,Attacker
Luis Díaz ,7.34,Liverpool ,Attacker
Antony ,7.34,Manchester United ,Attacker
Hwang Hee-Chan ,7.34,Wolverhampton Wanderers ,Attacker
Matheus Cunha ,7.34,Wolverhampton Wanderers ,Attacker
Fábio Daniel Soares Silva ,7.34,Wolverhampton Wanderers ,Attacker
Casemiro ,7.24,Manchester United ,Midfielder
José Sá ,7.24,Wolverhampton Wanderers ,Goalkeeper
Manuel Akanji ,7.24,Manchester City ,Defender
Morgan Gibbs-White ,7.14,Nottingham Forest ,Midfielder
Danilo ,7.14,Nottingham Forest ,Midfielder
Pablo Fornals ,7.14,West Ham United ,Midfielder
Mahmoud Dahoud ,7.14,Brighton & Hove Albion ,Midfielder
Harrison Reed ,7.14,Fulham ,Midfielder
Douglas Luiz ,7.14,Aston Villa ,Midfielder
Dominik Szoboszlai ,7.14,Liverpool ,Midfielder
Harvey Elliot ,7.14,Liverpool ,Midfielder
Pablo Sarabia ,7.14,Wolverhampton Wanderers ,Midfielder
Jason Steele ,7.14,Brighton & Hove Albion ,Goalkeeper
Nick Pope ,7.14,Newcastle United ,Goalkeeper
Aymeric Laporte ,7.14,Manchester City ,Defender
Josko Gvardiol ,7.14,Manchester City ,Defender
Willy Boly ,7.14,Nottingham Forest ,Defender
Dan Burn ,7.14,Newcastle United ,Defender
Davinson Sánchez ,7.14,Tottenham Hotspur ,Defender
Ethan Pinnock ,7.14,Brentford ,Defender
Ibrahima Konaté ,7.14,Liverpool ,Defender
Hugo Bueno  ,7.14,Wolverhampton Wanderers ,Defender
Cauley Woodrow ,7.14,Luton Town ,Attacker
Andreas Pereira ,7.04,Fulham ,Midfielder
Abdoulaye Doucouré ,7.04,Everton ,Midfielder
Cheick Doucouré ,7.04,Crystal Palace ,Midfielder
Joelinton ,7.04,Newcastle United ,Midfielder
Bruno Guimarães ,7.04,Newcastle United ,Midfielder
Mikkel Damsgaard ,7.04,Brentford ,Midfielder
Robert Sánchez ,7.04,Chelsea ,Goalkeeper
Kyle Walker  ,7.04,Manchester City ,Defender
Jurriën Timber ,7.04,Arsenal ,Defender
Takehiro Tomiyasu ,7.04,Arsenal ,Defender
Ola Aina ,7.04,Nottingham Forest ,Defender
Kurt Zouma ,7.04,West Ham United ,Defender
Nayef Aguerd ,7.04,West Ham United ,Defender
Miloš Kerkez ,7.04,AFC Bournemouth ,Defender
Max Aarons ,7.04,AFC Bournemouth ,Defender
Issa Kaboré ,7.04,Luton Town ,Defender
James Tarkowski ,7.04,Everton ,Defender
John Egan ,7.04,Sheffield United ,Defender
Anel Ahmedhodžić ,7.04,Sheffield United ,Defender
Yasser Larouci ,7.04,Sheffield United ,Defender
Joel Ward ,7.04,Crystal Palace ,Defender
Fabian Schär ,7.04,Newcastle United ,Defender
Ian Maatsen ,7.04,Chelsea ,Defender
Rayan Aït Nouri ,7.04,Wolverhampton Wanderers ,Defender
Phil Foden ,7.04,Manchester City ,Attacker
Amdouni Amdouni ,7.04,Burnley ,Attacker
Gabriel Martinelli ,7.04,Arsenal ,Attacker
Leandro Trossard ,7.04,Arsenal ,Attacker
Antoine Semenyo ,7.04,AFC Bournemouth ,Attacker
Jacob Brown ,7.04,Luton Town ,Attacker
Diogo Jota ,7.04,Liverpool ,Attacker
Mykhaylo Mudryk ,7.04,Chelsea ,Attacker
Marcus Rashford ,7.04,Manchester United ,Attacker
Alejandro Garnacho ,7.04,Manchester United ,Attacker
Kevin De Bruyne ,6.94,Manchester City ,Midfielder
Mario Lemina ,6.94,Wolverhampton Wanderers ,Midfielder
Louis Jordan Beyer ,6.94,Burnley ,Defender
Facundo Pellistri ,6.94,Manchester United ,Attacker
Bernardo Silva ,6.83,Manchester City ,Midfielder
Tom Cairney ,6.83,Fulham ,Midfielder
Vinícius Souza ,6.83,Sheffield United ,Midfielder
Ben Osborn ,6.83,Sheffield United ,Midfielder
Andre Brooks ,6.83,Sheffield United ,Midfielder
Christian Nørgaard ,6.83,Brentford ,Midfielder
Mathias Jensen ,6.83,Brentford ,Midfielder
Shandon Baptiste ,6.83,Brentford ,Midfielder
Mason Mount ,6.83,Manchester United ,Midfielder
Scott McTominay ,6.83,Manchester United ,Midfielder
Aaron Ramsdale ,6.83,Arsenal ,Goalkeeper
Ben White ,6.83,Arsenal ,Defender
Neco Williams ,6.83,Nottingham Forest ,Defender
Serge Aurier ,6.83,Nottingham Forest ,Defender
Thilo Kehrer ,6.83,West Ham United ,Defender
Chris Mepham ,6.83,AFC Bournemouth ,Defender
James Hill ,6.83,AFC Bournemouth ,Defender
Lewis Dunk ,6.83,Brighton & Hove Albion ,Defender
Ashley Young ,6.83,Everton ,Defender
George Baldock ,6.83,Sheffield United ,Defender
Diego Carlos ,6.83,Aston Villa ,Defender
Tyrone Mings  ,6.83,Aston Villa ,Defender
Lucas Digne ,6.83,Aston Villa ,Defender
Pau Torres ,6.83,Aston Villa ,Defender
Jacob Bruun Larsen ,6.83,Burnley ,Attacker
Danny Ings ,6.83,West Ham United ,Attacker
Kieffer Moore ,6.83,AFC Bournemouth ,Attacker
Chiedozie Ogbene ,6.83,Luton Town ,Attacker
Arnaut Danjuma Groeneveld ,6.83,Everton ,Attacker
Lewis Dobbin ,6.83,Everton ,Attacker
Darwin Núñez ,6.83,Liverpool ,Attacker
Jadon Sancho ,6.83,Manchester United ,Attacker
Sasa Kalajdzic ,6.83,Wolverhampton Wanderers ,Attacker
Cheikhou Kouyaté ,6.73,Nottingham Forest ,Midfielder
David Brooks ,6.73,AFC Bournemouth ,Midfielder
Billy Gilmour ,6.73,Brighton & Hove Albion ,Midfielder
Philippe Coutinho ,6.73,Aston Villa ,Midfielder
Bryan Mbeumo ,6.73,Brentford ,Midfielder
Vitaly Janelt ,6.73,Brentford ,Midfielder
Curtis Jones ,6.73,Liverpool ,Midfielder
Christian Eriksen ,6.73,Manchester United ,Midfielder
Jordan Pickford ,6.73,Everton ,Goalkeeper
Rico Lewis ,6.73,Manchester City ,Defender
Joe Worrall ,6.73,Nottingham Forest ,Defender
Vladimír Coufal ,6.73,West Ham United ,Defender
Marcos Senesi ,6.73,AFC Bournemouth ,Defender
Ryan Giles ,6.73,Luton Town ,Defender
Chris Basham ,6.73,Sheffield United ,Defender
Jack Robinson ,6.73,Sheffield United ,Defender
Aaron Hickey ,6.73,Brentford ,Defender
Nathan Michael Collins ,6.73,Brentford ,Defender
Malo Gusto ,6.73,Chelsea ,Defender
Victor Lindelöf ,6.73,Manchester United ,Defender
Michail Antonio ,6.73,West Ham United ,Attacker
Raúl Jiménez ,6.73,Fulham ,Attacker
Son Heung-Min ,6.73,Tottenham Hotspur ,Attacker
Cody Gakpo ,6.73,Liverpool ,Attacker
Raheem Sterling ,6.73,Chelsea ,Attacker
Cole Palmer ,6.63,Manchester City ,Midfielder
Josh Brownhill ,6.63,Burnley ,Midfielder
Nathan Redmond ,6.63,Burnley ,Midfielder
Anass Zaroury ,6.63,Burnley ,Midfielder
Josh Cullen ,6.63,Burnley ,Midfielder
Ryan Yates ,6.63,Nottingham Forest ,Midfielder
Julio Enciso ,6.63,Brighton & Hove Albion ,Midfielder
Luke Berry ,6.63,Luton Town ,Midfielder
Anis Slimane ,6.63,Sheffield United ,Midfielder
Youri Tielemans ,6.63,Aston Villa ,Midfielder
Neto ,6.63,AFC Bournemouth ,Goalkeeper
Ameen Al-Dakhil ,6.63,Burnley ,Defender
Lisandro Martínez ,6.63,Manchester United ,Defender
Jaidon Anthony ,6.63,AFC Bournemouth ,Attacker
Elijah Adebayo ,6.63,Luton Town ,Attacker
Jaden Philogene-Bidace ,6.63,Aston Villa ,Attacker
Sander Berge ,6.53,Burnley ,Midfielder
Dara O'Shea ,6.53,Burnley ,Defender
Connor Roberts ,6.53,Burnley ,Defender
Lyle Foster ,6.53,Burnley ,Attacker
Luca Koleosho ,6.53,Burnley ,Attacker
Marvelous Nakamba ,6.43,Luton Town ,Midfielder
Alfie Doughty ,6.43,Luton Town ,Midfielder
John McGinn ,6.43,Aston Villa ,Midfielder
Boubacar Kamara  ,6.43,Aston Villa ,Midfielder
Sean Longstaff ,6.43,Newcastle United ,Midfielder
Oliver Skipp ,6.43,Tottenham Hotspur ,Midfielder
Carney Chukwuemeka ,6.43,Chelsea ,Midfielder
Vitinho ,6.43,Burnley ,Defender
Gabriel Magalhães ,6.43,Arsenal ,Defender
Scott McKenna ,6.43,Nottingham Forest ,Defender
Illia Zabarnyi ,6.43,AFC Bournemouth ,Defender
Joël Veltman ,6.43,Brighton & Hove Albion ,Defender
Tom Lockyer  ,6.43,Luton Town ,Defender
Mads Juel Andersen ,6.43,Luton Town ,Defender
Nathan Patterson ,6.43,Everton ,Defender
Kristoffer Vassbakk Ajer ,6.43,Brentford ,Defender
Mads Roerslev Rasmussen ,6.43,Brentford ,Defender
Trent Alexander-Arnold ,6.43,Liverpool ,Defender
Chris Wood ,6.43,Nottingham Forest ,Attacker
Brennan Johnson ,6.43,Nottingham Forest ,Attacker
Justin Kluivert ,6.43,AFC Bournemouth ,Attacker
Willian ,6.43,Fulham ,Attacker
Neal Maupay ,6.43,Everton ,Attacker
Antwoine Hackford ,6.43,Sheffield United ,Attacker
Leon Bailey ,6.43,Aston Villa ,Attacker
Richarlison ,6.43,Tottenham Hotspur ,Attacker
Ben Doak ,6.43,Liverpool ,Attacker
Orel Mangala ,6.32,Nottingham Forest ,Midfielder
Tahith Chong ,6.32,Luton Town ,Midfielder
Kevin Schade ,6.32,Brentford ,Midfielder
Amari'i Bell ,6.32,Luton Town ,Defender
Matty Cash ,6.32,Aston Villa ,Defender
Benie Traore ,6.32,Sheffield United ,Attacker
William Osula ,6.32,Sheffield United ,Attacker
Nicolas Jackson ,6.32,Chelsea ,Attacker
Ezri Konsa ,6.12,Aston Villa ,Defender
Pelly Ruddock Mpanzu ,6.02,Luton Town ,Midfielder
Manuel Benson ,6.02,Burnley ,Attacker
