Player Name,Player Rating,Team Name,Position
Emiliano Martínez ,7.34,Aston Villa ,Goalkeeper
Josh Brownhill ,7.34,Burnley ,Midfielder
James Milner  ,7.34,Brighton & Hove Albion ,Midfielder
Carlos Baleba ,7.34,Brighton & Hove Albion ,Midfielder
Jeffrey Schlupp ,7.34,Crystal Palace ,Midfielder
Youri Tielemans ,7.34,Aston Villa ,Midfielder
Boubacar Kamara ,7.34,Aston Villa ,Midfielder
Cole Palmer ,7.34,Chelsea ,Midfielder
Pierre-Emile Højbjerg ,7.34,Tottenham Hotspur ,Midfielder
João Pedro ,7.14,Brighton & Hove Albion ,Attacker
Jordan Ayew ,7.14,Crystal Palace ,Attacker
Rasmus Højlund ,7.14,Manchester United ,Attacker
Toti ,7.14,Wolverhampton Wanderers ,Defender
Tosin Adarabioyo ,7.14,Fulham ,Defender
Joe Gomez  ,7.14,Liverpool ,Defender
Pau Torres  ,7.14,Aston Villa ,Defender
Diogo Dalot ,7.14,Manchester United ,Defender
Levi Colwill ,7.14,Chelsea ,Defender
Nathan Patterson ,7.14,Everton ,Defender
Daniel Bentley ,7.14,Wolverhampton Wanderers ,Goalkeeper
Bernd Leno ,7.14,Fulham ,Goalkeeper
Neto ,7.14,AFC Bournemouth ,Goalkeeper
Guglielmo Vicario  ,7.14,Tottenham Hotspur ,Goalkeeper
Alexis Mac Allister ,7.14,Liverpool ,Midfielder
Vinícius Souza ,7.14,Sheffield United ,Midfielder
Philip Billing ,7.14,AFC Bournemouth ,Midfielder
Sofyan Amrabat ,7.14,Manchester United ,Midfielder
Idrissa Gueye ,7.14,Everton ,Midfielder
Edson Álvarez ,7.14,West Ham United ,Midfielder
Dejan Kulusevski ,7.14,Tottenham Hotspur ,Midfielder
Amdouni Amdouni ,7.04,Burnley ,Attacker
Leandro Trossard ,7.04,Arsenal ,Attacker
Chiedozie Ogbene  ,7.04,Luton Town ,Attacker
Elijah Adebayo ,7.04,Luton Town ,Attacker
Neal Maupay ,7.04,Brentford ,Attacker
Mikkel Damsgaard ,7.04,Brentford ,Attacker
Luis Díaz ,7.04,Liverpool ,Attacker
Odsonne Edouard ,7.04,Crystal Palace ,Attacker
Dominic Solanke  ,7.04,AFC Bournemouth ,Attacker
Antoine Semenyo ,7.04,AFC Bournemouth ,Attacker
Phil Foden ,7.04,Manchester City ,Attacker
Moussa Diaby  ,7.04,Aston Villa ,Attacker
Anthony Gordon ,7.04,Newcastle United ,Attacker
Mohammed Kudus ,7.04,West Ham United ,Attacker
Dara O'Shea ,7.04,Burnley ,Defender
Charlie Taylor  ,7.04,Burnley ,Defender
Nélson Semedo ,7.04,Wolverhampton Wanderers ,Defender
Oleksandr Zinchenko ,7.04,Arsenal ,Defender
Teden Mengi ,7.04,Luton Town ,Defender
Jan Paul van Hecke ,7.04,Brighton & Hove Albion ,Defender
Timothy Castagne ,7.04,Fulham ,Defender
Nathaniel Clyne ,7.04,Crystal Palace ,Defender
Milos Kerkez ,7.04,AFC Bournemouth ,Defender
Diego Carlos ,7.04,Aston Villa ,Defender
Victor Lindelöf ,7.04,Manchester United ,Defender
Thiago Silva ,7.04,Chelsea ,Defender
Vitaliy Mykolenko ,7.04,Everton ,Defender
Jamaal Lascelles   ,7.04,Newcastle United ,Defender
Kurt Zouma ,7.04,West Ham United ,Defender
Ben Davies ,7.04,Tottenham Hotspur ,Defender
James Trafford ,7.04,Burnley ,Goalkeeper
Jason Steele  ,7.04,Brighton & Hove Albion ,Goalkeeper
Caoimhín Kelleher ,7.04,Liverpool ,Goalkeeper
Johann Berg Guðmunds­son ,7.04,Burnley ,Midfielder
Frank Onyeka ,7.04,Brentford ,Midfielder
Yegor Yarmolyuk ,7.04,Brentford ,Midfielder
Wataru Endo ,7.04,Liverpool ,Midfielder
John Fleck ,7.04,Sheffield United ,Midfielder
James McAtee ,7.04,Sheffield United ,Midfielder
Lewis Cook ,7.04,AFC Bournemouth ,Midfielder
Moisés Caicedo ,7.04,Chelsea ,Midfielder
Joelinton ,7.04,Newcastle United ,Midfielder
Pape Matar Sarr ,7.04,Tottenham Hotspur ,Midfielder
Mike Trésor Ndayishimiye ,6.83,Burnley ,Attacker
Carlton Morris ,6.83,Luton Town ,Attacker
Jacob Brown ,6.83,Luton Town ,Attacker
Keane Lewis-Potter ,6.83,Brentford ,Attacker
Bobby De Cordova-Reid ,6.83,Fulham ,Attacker
Chris Wood ,6.83,Nottingham Forest ,Attacker
Mykhaylo Mudryk  ,6.83,Chelsea ,Attacker
Alexander Isak ,6.83,Newcastle United ,Attacker
Hjalmar Ekdal ,6.83,Burnley ,Defender
Vitinho ,6.83,Burnley ,Defender
Hugo Bueno  ,6.83,Wolverhampton Wanderers ,Defender
Issa Kaboré ,6.83,Luton Town ,Defender
Joël Veltman ,6.83,Brighton & Hove Albion ,Defender
Auston Trusty ,6.83,Sheffield United ,Defender
Marc Guéhi ,6.83,Crystal Palace ,Defender
Ilya Zabarnyi ,6.83,AFC Bournemouth ,Defender
Tino Livramento ,6.83,Newcastle United ,Defender
Vladimír Coufal ,6.83,West Ham United ,Defender
Destiny Udogie  ,6.83,Tottenham Hotspur ,Defender
Jean-Ricner Bellegarde ,6.83,Wolverhampton Wanderers ,Midfielder
Jakub Moder ,6.83,Brighton & Hove Albion ,Midfielder
Benicio Boaitey ,6.83,Brighton & Hove Albion ,Midfielder
Saman Ghoddos ,6.83,Brentford ,Midfielder
Saša Lukić ,6.83,Fulham ,Midfielder
Pablo Fornals ,6.83,West Ham United ,Midfielder
Lucas Paquetá ,6.83,West Ham United ,Midfielder
Oliver Skipp ,6.83,Tottenham Hotspur ,Midfielder
Luca Koleosho ,6.73,Burnley ,Attacker
Jacob Bruun Larsen ,6.73,Burnley ,Attacker
Andros Townsend ,6.73,Luton Town ,Attacker
Bryan Mbeumo ,6.73,Brentford ,Attacker
Darwin Núñez ,6.73,Liverpool ,Attacker
Mohamed Salah ,6.73,Liverpool ,Attacker
Bryan Gil ,6.73,Tottenham Hotspur ,Attacker
Fodé Ballo-Touré ,6.73,Fulham ,Defender
Jayden Bogle ,6.73,Sheffield United ,Defender
Tyrick Mitchell ,6.73,Crystal Palace ,Defender
Kyle Walker  ,6.73,Manchester City ,Defender
John Stones ,6.73,Manchester City ,Defender
Manuel Akanji ,6.73,Manchester City ,Defender
Harry Maguire ,6.73,Manchester United ,Defender
Kieran Trippier ,6.73,Newcastle United ,Defender
Sam Johnstone ,6.73,Crystal Palace ,Goalkeeper
Martin Dúbravka ,6.73,Newcastle United ,Goalkeeper
Mario Lemina  ,6.73,Wolverhampton Wanderers ,Midfielder
Facundo Buonanotte ,6.73,Brighton & Hove Albion ,Midfielder
Curtis Jones  ,6.73,Liverpool ,Midfielder
Harvey Elliott ,6.73,Liverpool ,Midfielder
Andre Brooks ,6.73,Sheffield United ,Midfielder
Jay Rodriguez ,6.63,Burnley ,Attacker
Anthony Elanga ,6.63,Nottingham Forest ,Attacker
Divock Origi ,6.63,Nottingham Forest ,Attacker
Dango Ouattara ,6.63,AFC Bournemouth ,Attacker
Oscar Bobb  ,6.63,Manchester City ,Attacker
Richarlison  ,6.63,Tottenham Hotspur ,Attacker
Ryan Giles ,6.63,Luton Town ,Defender
Axel Disasi ,6.63,Chelsea ,Defender
Fabian Schär ,6.63,Newcastle United ,Defender
André Onana ,6.63,Manchester United ,Goalkeeper
Tahith Chong ,6.63,Luton Town ,Midfielder
Gustavo Hamer ,6.63,Sheffield United ,Midfielder
Will Hughes ,6.63,Crystal Palace ,Midfielder
Enzo Fernández ,6.63,Chelsea ,Midfielder
Yoane Wissa ,6.43,Brentford ,Attacker
Carlos Vinícius ,6.43,Fulham ,Attacker
Benie Traore ,6.43,Sheffield United ,Attacker
Jean-Philippe Mateta ,6.43,Crystal Palace ,Attacker
Erling Haaland ,6.43,Manchester City ,Attacker
Marcus Rashford ,6.43,Manchester United ,Attacker
Raheem Sterling ,6.43,Chelsea ,Attacker
Nicolas Jackson ,6.43,Chelsea ,Attacker
William Saliba ,6.43,Arsenal ,Defender
Gabriel Magalhães ,6.43,Arsenal ,Defender
Jakub Kiwior ,6.43,Arsenal ,Defender
Ben Mee ,6.43,Brentford ,Defender
Harry Toffolo ,6.43,Nottingham Forest ,Defender
Felipe ,6.43,Nottingham Forest ,Defender
Moussa Niakhaté ,6.43,Nottingham Forest ,Defender
Ola Aina ,6.43,Nottingham Forest ,Defender
Max Lowe ,6.43,Sheffield United ,Defender
Jack Robinson ,6.43,Sheffield United ,Defender
Joel Ward   ,6.43,Crystal Palace ,Defender
Rico Lewis ,6.43,Manchester City ,Defender
Emil Krafth ,6.43,Newcastle United ,Defender
B. Traoré ,6.43,Wolverhampton Wanderers ,Midfielder
João Gomes  ,6.43,Wolverhampton Wanderers ,Midfielder
Shandon Baptiste ,6.43,Brentford ,Midfielder
Ibrahim Sangaré  ,6.43,Nottingham Forest ,Midfielder
Nicolás Domínguez ,6.43,Nottingham Forest ,Midfielder
Ryan Yates ,6.43,Nottingham Forest ,Midfielder
Ryan Gravenberch ,6.43,Liverpool ,Midfielder
Oliver Norwood ,6.43,Sheffield United ,Midfielder
Naouirou Ahamada ,6.43,Crystal Palace ,Midfielder
Marcus Tavernier ,6.43,AFC Bournemouth ,Midfielder
Mateo Kovacic ,6.43,Manchester City ,Midfielder
Matheus Nunes ,6.43,Manchester City ,Midfielder
Jacob Ramsey ,6.43,Aston Villa ,Midfielder
Bruno Guimarães ,6.43,Newcastle United ,Midfielder
Evan Ferguson  ,6.32,Brighton & Hove Albion ,Attacker
Cameron Archer ,6.32,Sheffield United ,Attacker
William Osula ,6.32,Sheffield United ,Attacker
Justin Kluivert ,6.32,AFC Bournemouth ,Attacker
Julián Álvarez ,6.32,Manchester City ,Attacker
Armando Broja  ,6.32,Chelsea ,Attacker
Miguel Almirón ,6.32,Newcastle United ,Attacker
Alejo Véliz ,6.32,Tottenham Hotspur ,Attacker
Amari'i Bell ,6.32,Luton Town ,Defender
Mads Roerslev Rasmussen ,6.32,Brentford ,Defender
Murillo ,6.32,Nottingham Forest ,Defender
Anel Ahmedhodžić ,6.32,Sheffield United ,Defender
Joachim Andersen ,6.32,Crystal Palace ,Defender
Sander Berge ,6.32,Burnley ,Midfielder
Pelly Ruddock Mpanzu ,6.32,Luton Town ,Midfielder
Jordan Clark ,6.32,Luton Town ,Midfielder
Myles Peart-Harris ,6.32,Brentford ,Midfielder
Orel Mangala  ,6.32,Nottingham Forest ,Midfielder
Morgan Gibbs-White ,6.32,Nottingham Forest ,Midfielder
Danilo ,6.32,Nottingham Forest ,Midfielder
Matt Ritchie ,6.32,Newcastle United ,Midfielder
Callum Hudson-Odoi  ,6.02,Nottingham Forest ,Attacker
Odysseas Vlachodimos ,6.02,Nottingham Forest ,Goalkeeper
David Raya ,5.1,Arsenal ,Goalkeeper
